id,title,description,availability,condition,link,image_link,brand,color,material,pattern,size,google_product_category,fb_product_category,gender,age_group,sale price,price
A1-0DR-002-XL,Teal Handloom Dress-Teal,Teal Handloom Dress-Teal,out of stock,new,https://www.prathiksham.in/store/item/Teal+Handloom+Dress?id=45,https://www.prathiksham.in/aalam/stock/item/45/image/_/face-img,Prathiksham,Teal,Handloom Cotton,Solid,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1600.0 INR
A1-0DR-002-XXL,Teal Handloom Dress-Teal,Teal Handloom Dress-Teal,out of stock,new,https://www.prathiksham.in/store/item/Teal+Handloom+Dress?id=46,https://www.prathiksham.in/aalam/stock/item/46/image/_/face-img,Prathiksham,Teal,Handloom Cotton,Solid,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1600.0 INR
A1-0CD-001-XS,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=47,https://www.prathiksham.in/aalam/stock/item/47/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0CD-001-S,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=48,https://www.prathiksham.in/aalam/stock/item/48/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0CD-001-M,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=49,https://www.prathiksham.in/aalam/stock/item/49/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0CD-001-L,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=50,https://www.prathiksham.in/aalam/stock/item/50/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0CD-001-XL,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=51,https://www.prathiksham.in/aalam/stock/item/51/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0CD-001-XXL,Orange Ikkat Co-ord Set-Orange,Orange Ikkat Co-ord Set-Orange,out of stock,new,https://www.prathiksham.in/store/item/Orange+Ikkat+Co-ord+Set?id=52,https://www.prathiksham.in/aalam/stock/item/52/image/_/face-img,Prathiksham,Orange,Cotton,Ikkat,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1400.0 INR
A1-0KP-001-XS,Doriya Kurta Set-Yellow,Doriya Kurta Set-Yellow,out of stock,new,https://www.prathiksham.in/store/item/Doriya+Kurta+Set?id=53,https://www.prathiksham.in/aalam/stock/item/53/image/_/face-img,Prathiksham,Yellow,"Kota Doria,Cotton",Block Print,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,4200.0 INR
A1-0KP-001-S,Doriya Kurta Set-Yellow,Doriya Kurta Set-Yellow,out of stock,new,https://www.prathiksham.in/store/item/Doriya+Kurta+Set?id=54,https://www.prathiksham.in/aalam/stock/item/54/image/_/face-img,Prathiksham,Yellow,"Kota Doria,Cotton",Block Print,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,4200.0 INR
A1-0KP-001-M,Doriya Kurta Set-Yellow,Doriya Kurta Set-Yellow,out of stock,new,https://www.prathiksham.in/store/item/Doriya+Kurta+Set?id=55,https://www.prathiksham.in/aalam/stock/item/55/image/_/face-img,Prathiksham,Yellow,"Cotton,Kota Doria",Block Print,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,4200.0 INR
A1-0KP-001-L,Doriya Kurta Set-Yellow,Doriya Kurta Set-Yellow,out of stock,new,https://www.prathiksham.in/store/item/Doriya+Kurta+Set?id=56,https://www.prathiksham.in/aalam/stock/item/56/image/_/face-img,Prathiksham,Yellow,"Cotton,Kota Doria",Block Print,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,4200.0 INR
A1-0KP-001-XL,Doriya Kurta Set-Yellow,Doriya Kurta Set-Yellow,out of stock,new,https://www.prathiksham.in/store/item/Doriya+Kurta+Set?id=57,https://www.prathiksham.in/aalam/stock/item/57/image/_/face-img,Prathiksham,Yellow,"Kota Doria,Cotton",Block Print,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,4200.0 INR
A1-00K-001-XS,Yellow Hand Block Print Kurta-Yellow,Yellow Hand Block Print Kurta-Yellow,in stock,new,https://www.prathiksham.in/store/item/Yellow+Hand+Block+Print+Kurta?id=58,https://www.prathiksham.in/aalam/stock/item/58/image/_/face-img,Prathiksham,Yellow,Cotton,Block Print,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2800.0 INR
A1-00K-001-S,Yellow Hand Block Print Kurta-Yellow,Yellow Hand Block Print Kurta-Yellow,in stock,new,https://www.prathiksham.in/store/item/Yellow+Hand+Block+Print+Kurta?id=59,https://www.prathiksham.in/aalam/stock/item/59/image/_/face-img,Prathiksham,Yellow,Cotton,Block Print,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2800.0 INR
A1-00K-001-M,Yellow Hand Block Print Kurta-Yellow,Yellow Hand Block Print Kurta-Yellow,in stock,new,https://www.prathiksham.in/store/item/Yellow+Hand+Block+Print+Kurta?id=60,https://www.prathiksham.in/aalam/stock/item/60/image/_/face-img,Prathiksham,Yellow,Cotton,Block Print,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2800.0 INR
A1-00K-001-L,Yellow Hand Block Print Kurta-Yellow,Yellow Hand Block Print Kurta-Yellow,in stock,new,https://www.prathiksham.in/store/item/Yellow+Hand+Block+Print+Kurta?id=61,https://www.prathiksham.in/aalam/stock/item/61/image/_/face-img,Prathiksham,Yellow,Cotton,Block Print,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2800.0 INR
A1-00K-001-XL,Yellow Hand Block Print Kurta-Yellow,Yellow Hand Block Print Kurta-Yellow,in stock,new,https://www.prathiksham.in/store/item/Yellow+Hand+Block+Print+Kurta?id=62,https://www.prathiksham.in/aalam/stock/item/62/image/_/face-img,Prathiksham,Yellow,Cotton,Block Print,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2800.0 INR
A1-00K-002-XS,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=63,https://www.prathiksham.in/aalam/stock/item/63/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-00K-002-S,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=64,https://www.prathiksham.in/aalam/stock/item/64/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-00K-002-M,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=65,https://www.prathiksham.in/aalam/stock/item/65/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-00K-002-L,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=66,https://www.prathiksham.in/aalam/stock/item/66/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-00K-002-XL,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=67,https://www.prathiksham.in/aalam/stock/item/67/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-00K-002-XXL,Lotus Linen Floral Kurta-LavenderBlush,Lotus Linen Floral Kurta-LavenderBlush,out of stock,new,https://www.prathiksham.in/store/item/Lotus+Linen+Floral+Kurta?id=68,https://www.prathiksham.in/aalam/stock/item/68/image/_/face-img,Prathiksham,LavenderBlush,Linen,Floral,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2600.0 INR
A1-0CD-002-XS,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=69,https://www.prathiksham.in/aalam/stock/item/69/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-002-S,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=70,https://www.prathiksham.in/aalam/stock/item/70/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-002-M,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=71,https://www.prathiksham.in/aalam/stock/item/71/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-002-L,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=72,https://www.prathiksham.in/aalam/stock/item/72/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-002-XL,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=73,https://www.prathiksham.in/aalam/stock/item/73/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-002-XXL,Dark Peach Co-ord Set-PaleVioletRed,Dark Peach Co-ord Set-PaleVioletRed,in stock,new,https://www.prathiksham.in/store/item/Dark+Peach+Co-ord+Set?id=74,https://www.prathiksham.in/aalam/stock/item/74/image/_/face-img,Prathiksham,PaleVioletRed,Rayon,Solid,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2370.0 INR
A1-0CD-003-XS,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,in stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=75,https://www.prathiksham.in/aalam/stock/item/75/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-0CD-003-S,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,in stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=76,https://www.prathiksham.in/aalam/stock/item/76/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-0CD-003-M,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,in stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=77,https://www.prathiksham.in/aalam/stock/item/77/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-0CD-003-L,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,out of stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=78,https://www.prathiksham.in/aalam/stock/item/78/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-0CD-003-XL,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,in stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=79,https://www.prathiksham.in/aalam/stock/item/79/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-0CD-003-XXL,Lemon Green Co-ord Set-LimeGreen,Lemon Green Co-ord Set-LimeGreen,in stock,new,https://www.prathiksham.in/store/item/Lemon+Green+Co-ord+Set?id=80,https://www.prathiksham.in/aalam/stock/item/80/image/_/face-img,Prathiksham,LimeGreen,Linen,Floral,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2074.0 INR
A1-00K-003-XS,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,out of stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=81,https://www.prathiksham.in/aalam/stock/item/81/image/_/face-img,Prathiksham,LightPink,Organza,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-003-S,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,in stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=82,https://www.prathiksham.in/aalam/stock/item/82/image/_/face-img,Prathiksham,LightPink,Organza,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-003-M,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,out of stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=83,https://www.prathiksham.in/aalam/stock/item/83/image/_/face-img,Prathiksham,LightPink,Organza,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-003-L,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,in stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=84,https://www.prathiksham.in/aalam/stock/item/84/image/_/face-img,Prathiksham,LightPink,Organza,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-003-XL,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,out of stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=85,https://www.prathiksham.in/aalam/stock/item/85/image/_/face-img,Prathiksham,LightPink,Organza,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-003-XXL,Floral Print Organza Kurta-LightPink,Floral Print Organza Kurta-LightPink,in stock,new,https://www.prathiksham.in/store/item/Floral+Print+Organza+Kurta?id=86,https://www.prathiksham.in/aalam/stock/item/86/image/_/face-img,Prathiksham,LightPink,Organza,Floral,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1599.0 INR
A1-00K-004-XS,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=87,https://www.prathiksham.in/aalam/stock/item/87/image/_/face-img,Prathiksham,Lavender,Linen,Floral,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-00K-004-S,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=88,https://www.prathiksham.in/aalam/stock/item/88/image/_/face-img,Prathiksham,Lavender,Linen,Floral,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-00K-004-M,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=89,https://www.prathiksham.in/aalam/stock/item/89/image/_/face-img,Prathiksham,Lavender,Linen,Floral,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-00K-004-L,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=90,https://www.prathiksham.in/aalam/stock/item/90/image/_/face-img,Prathiksham,Lavender,Linen,Floral,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-00K-004-XL,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=91,https://www.prathiksham.in/aalam/stock/item/91/image/_/face-img,Prathiksham,Lavender,Linen,Floral,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-00K-004-XXL,Purple Lavender Linen Kurta-Lavender,Purple Lavender Linen Kurta-Lavender,in stock,new,https://www.prathiksham.in/store/item/Purple+Lavender+Linen+Kurta?id=92,https://www.prathiksham.in/aalam/stock/item/92/image/_/face-img,Prathiksham,Lavender,Linen,Floral,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,1258.0 INR
A1-0CD-004-XS -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=93,https://www.prathiksham.in/aalam/stock/item/93/image/_/face-img,Prathiksham,Purple,Cotton,Solid,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-004-S -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=94,https://www.prathiksham.in/aalam/stock/item/94/image/_/face-img,Prathiksham,Purple,Cotton,Solid,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-004-M -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=95,https://www.prathiksham.in/aalam/stock/item/95/image/_/face-img,Prathiksham,Purple,Cotton,Solid,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-004-L -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=96,https://www.prathiksham.in/aalam/stock/item/96/image/_/face-img,Prathiksham,Purple,Cotton,Solid,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-004-XL -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=97,https://www.prathiksham.in/aalam/stock/item/97/image/_/face-img,Prathiksham,Purple,Cotton,Solid,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-004-XXL -1,Brinjal Purple Co-ord Set - 1-Purple,Brinjal Purple Co-ord Set - 1-Purple,out of stock,new,https://www.prathiksham.in/store/item/Brinjal+Purple+Co-ord+Set+-+1?id=98,https://www.prathiksham.in/aalam/stock/item/98/image/_/face-img,Prathiksham,Purple,Cotton,Solid,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2299.0 INR
A1-0CD-005-XS,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=99,https://www.prathiksham.in/aalam/stock/item/99/image/_/face-img,Prathiksham,Green,Rayon,Solid,XS,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
A1-0CD-005-S,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=100,https://www.prathiksham.in/aalam/stock/item/100/image/_/face-img,Prathiksham,Green,Rayon,Solid,S,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
A1-0CD-005-M,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=101,https://www.prathiksham.in/aalam/stock/item/101/image/_/face-img,Prathiksham,Green,Rayon,Solid,M,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
A1-0CD-005-L,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=102,https://www.prathiksham.in/aalam/stock/item/102/image/_/face-img,Prathiksham,Green,Rayon,Solid,L,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
A1-0CD-005-XL,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=103,https://www.prathiksham.in/aalam/stock/item/103/image/_/face-img,Prathiksham,Green,Rayon,Solid,XL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
A1-0CD-005-XXL,Mint green Rayon Co-ord Set-Green,Mint green Rayon Co-ord Set-Green,out of stock,new,https://www.prathiksham.in/store/item/Mint+green+Rayon+Co-ord+Set?id=104,https://www.prathiksham.in/aalam/stock/item/104/image/_/face-img,Prathiksham,Green,Rayon,Solid,XXL,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,Female,adult,,2938.0 INR
